"","tempo","sesso","anno","zodiaco","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","cifre","ONUcifre","ONU","giorno","A1","A2","A3","A4","B1","B2","B3","B4","C1","C2","C3","C4","D1","D2","D3","D4","gruppo","auto","gandhi","gruppo1","gruppo2","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","corrette","anchor_gandhi","anchor_auto"
"57","2020/01/27 1:47:44 PM CET","Femmina","2003","Ariete","C","80%","60 anni","7 anni","50%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",62,"No",90,8,NA,NA,NA,NA,"Meno di 100 000 euro",30,"Più di 35 anni",64,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,64,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 100.000"
"58","2020/01/27 1:47:56 PM CET","Maschio","2003","Gemelli","C","60%","60 anni","5 anni","50%","C","Rimasta la stessa",3.5,"Più che raddoppiato","50%",19,"Si",50,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Più di 35 anni",45,"D",15000,45,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
"59","2020/01/27 1:50:16 PM CET","Femmina","2000","Bilancia","A","80%","70 anni","7 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","80%",26,"No",10,21,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",80000,"Meno di 114 anni",81,NA,NA,NA,NA,"C",80000,81,"Gandhi114","auto 20.000",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10,"Gandhi114","auto 20.000"
"60","2020/01/27 1:50:37 PM CET","Femmina","2003","Capricorno","C","60%","60 anni","7 anni","50%","A","Raddoppiata",2.5,"Più che raddoppiato","20%",6,"No",4,16,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",79,NA,NA,NA,NA,"C",25000,79,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"61","2020/01/27 1:51:59 PM CET","Femmina","1974","Scorpione","B","60%","60 anni","5 anni","20%","B","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",39,"No",28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 35 anni",53,"D",25000,53,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"62","2020/01/27 1:53:30 PM CET","Femmina","1970","Capricorno","C","80%","70 anni","7 anni","50%","B","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","80%",74,"No",70,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",80,"D",25000,80,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5,"Gandhi35","auto 20.000"
"63","2020/01/27 1:53:32 PM CET","Femmina","1994","Gemelli","C","80%","70 anni","5 anni","50%","A","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",25,"Si",80,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Meno di 114 anni",NA,NA,NA,NA,NA,"C",NA,0,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"Gandhi114","auto 20.000"
"64","2020/01/27 1:55:45 PM CET","Maschio","1960","Acquario","A","80%","70 anni","5 anni","80%","C","Raddoppiata",2.5,"Ridotto a meno della metà","50%",20,"No",12,14,NA,NA,NA,NA,"Meno di 100 000 euro",28500,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",28500,79,"Gandhi35","auto 100.000",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,6,"Gandhi35","auto 100.000"
"65","2020/01/27 1:55:55 PM CET","Femmina","2000","Pesci","B","60%","60 anni","3 anni","20%","A","Raddoppiata",2.5,"Più che raddoppiato","20%",4,"Si",9,2,"Meno di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"A",NA,96,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"66","2020/01/27 1:57:10 PM CET","Femmina","2003","Sagittario","C","80%","60 anni","3 anni","50%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","80%",79,"No",20,1,"Meno di 100 000 euro",50,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,"A",NA,105,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi114","auto 100.000"
"67","2020/01/27 2:01:00 PM CET","Femmina","2003","Toro","C","80%","60 anni","3 anni","20%","B","Rimasta la stessa",2.5,"Più che raddoppiato","50%",12,"Si",20,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25,"Più di 35 anni",65,"D",NA,65,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 20.000"
"68","2020/01/27 2:02:23 PM CET","Femmina","2002","Ariete","C","40%","60 anni","5 anni","50%","C","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","50%",62,"No",30,3,"Meno di 100 000 euro",30000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"A",30000,84,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi114","auto 100.000"
"69","2020/01/27 2:03:26 PM CET","Maschio","2002","Gemelli","A","40%","60 anni","3 anni","20%","A","Raddoppiata",2.5,"Più che raddoppiato","50%",72,"Si",88,15,NA,NA,NA,NA,"Meno di 100 000 euro",NA,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,80,"Gandhi35","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 100.000"
"70","2020/01/27 2:04:46 PM CET","Femmina","1992","Ariete","B","80%","60 anni","3 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",75,"No",18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15,"Più di 35 anni",50,"D",NA,50,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi35","auto 20.000"
"71","2020/01/27 2:06:36 PM CET","Femmina","2002","Toro","B","60%","60 anni","5 anni","20%","C","Rimasta la stessa",3.5,"Più che raddoppiato","20%",63,"Si",80,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Più di 35 anni",69,"D",30000,69,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"Gandhi35","auto 20.000"
"72","2020/01/27 2:07:30 PM CET","Femmina","1990","Toro","A","40%","50 anni","3 anni","20%","C","Raddoppiata",3.5,"Più che raddoppiato","20%",7,"No",0,13,NA,NA,NA,NA,"Meno di 100 000 euro",50000,"Più di 35 anni",50,NA,NA,NA,NA,NA,NA,NA,NA,"B",50000,50,"Gandhi35","auto 100.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"73","2020/01/27 2:18:13 PM CET","Maschio","2001","Sagittario","B","80%","60 anni","7 anni","20%","B","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","50%",93,"No",10,6,"Meno di 100 000 euro",30000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"A",30000,70,"Gandhi114","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Gandhi114","auto 100.000"
"75","2020/01/27 2:21:09 PM CET","Maschio","2004","Sagittario","C","80%","70 anni","7 anni","80%","A","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","80%",66,"No",20,13,NA,NA,NA,NA,"Più di 100 000 euro",120,"Più di 35 anni",60,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,60,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 100.000"
"76","2020/01/27 2:21:32 PM CET","Femmina","2006","Cancro","B","80%","70 anni","7 anni","80%","B","Dimezzata",2.5,"Ridotto a meno della metà","50%",99,"Si",99,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Meno di 114 anni",78,NA,NA,NA,NA,"C",NA,78,"Gandhi114","auto 20.000",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8,"Gandhi114","auto 20.000"
"77","2020/01/27 2:27:59 PM CET","Maschio","2003","Vergine","C","60%","60 anni","5 anni","20%","A","Rimasta la stessa",2.5,"Più che raddoppiato","50%",69,"Si",81,11,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",43,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,43,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"78","2020/01/27 2:28:16 PM CET","Femmina","1974","Cancro","C","80%","70 anni","7 anni","80%","C","Rimasta la stessa",2.5,"Più che raddoppiato","80%",56,"No",5,11,NA,NA,NA,NA,"Meno di 100 000 euro",25,"Più di 35 anni",78,NA,NA,NA,NA,NA,NA,NA,NA,"B",NA,78,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,6,"Gandhi35","auto 100.000"
"79","2020/01/27 2:31:31 PM CET","Maschio","1971","Gemelli","B","60%","60 anni","7 anni","20%","A","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",41,"No",32,8,NA,NA,NA,NA,"Meno di 100 000 euro",25000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",25000,79,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Gandhi35","auto 100.000"
"80","2020/01/27 2:31:39 PM CET","Maschio","2003","Ariete","B","60%","70 anni","7 anni","50%","B","Rimasta la stessa",2.5,"Ridotto a meno della metà","80%",78,"No",21,15,NA,NA,NA,NA,"Meno di 100 000 euro",20000,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",20000,80,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,6,"Gandhi35","auto 100.000"
"81","2020/01/27 2:34:15 PM CET","Maschio","2001","Bilancia","C","60%","70 anni","5 anni","80%","A","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",76,"No",22,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Più di 35 anni",84,"D",NA,84,"Gandhi35","auto 20.000",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"Gandhi35","auto 20.000"
"82","2020/01/27 2:37:48 PM CET","Femmina","2003","Bilancia","C","80%","50 anni","7 anni","50%","B","Raddoppiata",2.5,"Ridotto a meno della metà","50%",94,"No",15,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",60,"D",25000,60,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,5,"Gandhi35","auto 20.000"
"83","2020/01/27 2:38:12 PM CET","Maschio","2004","Acquario","C","80%","70 anni","7 anni","80%","C","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",86,"No",44,12,NA,NA,NA,NA,"Meno di 100 000 euro",25000,"Più di 35 anni",45,NA,NA,NA,NA,NA,NA,NA,NA,"B",25000,45,"Gandhi35","auto 100.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,7,"Gandhi35","auto 100.000"
"84","2020/01/27 2:38:45 PM CET","Femmina","1972","Acquario","B","40%","60 anni","5 anni","50%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",60,"No",3,6,"Meno di 100 000 euro",47,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,"A",NA,92,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi114","auto 100.000"
"85","2020/01/27 2:42:13 PM CET","Femmina","1968","Vergine","C","60%","60 anni","5 anni","80%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",34,"No",8,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Meno di 114 anni",70,NA,NA,NA,NA,"C",25000,70,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"Gandhi114","auto 20.000"
"86","2020/01/27 2:42:35 PM CET","Maschio","2002","Toro","A","60%","70 anni","3 anni","20%","A","Dimezzata",2.5,"Più che raddoppiato","20%",21,"Si",85,12,NA,NA,NA,NA,"Più di 100 000 euro",120000,"Più di 35 anni",70,NA,NA,NA,NA,NA,NA,NA,NA,"B",120000,70,"Gandhi35","auto 100.000",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,"Gandhi35","auto 100.000"
"87","2020/01/27 2:43:25 PM CET","Femmina","2005","Leone","C","80%","60 anni","7 anni","50%","C","Rimasta la stessa",2.5,"Più che raddoppiato","50%",88,"No",30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",18,"Più di 35 anni",40,"D",NA,40,"Gandhi35","auto 20.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 20.000"
"88","2020/01/27 2:46:45 PM CET","Femmina","1971","Bilancia","B","60%","70 anni","5 anni","80%","C","Raddoppiata",2.5,"E' rimasto più o meno lo stesso","50%",72,"No",25,7,"Meno di 100 000 euro",25,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,"A",NA,95,"Gandhi114","auto 100.000",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi114","auto 100.000"
"89","2020/01/27 2:47:53 PM CET","Femmina","1966","Pesci","C","40%","60 anni","3 anni","20%","C","Raddoppiata",3.5,"Più che raddoppiato","80%",60,"No",10,20,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",30000,"Meno di 114 anni",74,NA,NA,NA,NA,"C",30000,74,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi114","auto 20.000"
"90","2020/01/27 2:50:23 PM CET","Femmina","2003","Scorpione","B","80%","60 anni","7 anni","80%","B","Dimezzata",2.5,"E' rimasto più o meno lo stesso","80%",54,"No",11,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",50,"Meno di 114 anni",79,NA,NA,NA,NA,"C",NA,79,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,7,"Gandhi114","auto 20.000"
"91","2020/01/27 2:53:34 PM CET","Femmina","1975","Sagittario","C","80%","70 anni","7 anni","20%","B","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",68,"No",50,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Più di 35 anni",80,"D",35000,80,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Gandhi35","auto 20.000"
"92","2020/01/27 2:54:00 PM CET","Maschio","2002","Sagittario","C","60%","50 anni","5 anni","50%","B","Rimasta la stessa",3.5,"E' rimasto più o meno lo stesso","80%",89,"No",7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",23000,"Più di 35 anni",73,"D",23000,73,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,"Gandhi35","auto 20.000"
"93","2020/01/27 2:54:57 PM CET","Femmina","2005","Pesci","C","60%","60 anni","3 anni","50%","C","Raddoppiata",4.5,"E' rimasto più o meno lo stesso","80%",14,"No",14,22,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",37000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",37000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,"Gandhi114","auto 20.000"
"94","2020/01/27 3:00:22 PM CET","Femmina","2003","Pesci","C","60%","70 anni","7 anni","20%","A","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",85,"No",7,15,NA,NA,NA,NA,"Meno di 100 000 euro",40000,"Più di 35 anni",79,NA,NA,NA,NA,NA,NA,NA,NA,"B",40000,79,"Gandhi35","auto 100.000",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,4,"Gandhi35","auto 100.000"
"95","2020/01/27 3:00:53 PM CET","Femmina","2002","Gemelli","C","60%","60 anni","5 anni","50%","A","Rimasta la stessa",2.5,"Più che raddoppiato","50%",14,"Si",24,12,NA,NA,NA,NA,"Meno di 100 000 euro",70000,"Più di 35 anni",60,NA,NA,NA,NA,NA,NA,NA,NA,"B",70000,60,"Gandhi35","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 100.000"
"96","2020/01/27 3:05:57 PM CET","Maschio","2002","Toro","B","40%","60 anni","3 anni","50%","C","Rimasta la stessa",2.5,"Più che raddoppiato","80%",70,"Si",60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",55000,"Più di 35 anni",60,"D",55000,60,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"Gandhi35","auto 20.000"
"97","2020/01/27 3:06:56 PM CET","Femmina","2005","Capricorno","C","60%","60 anni","5 anni","50%","A","Rimasta la stessa",2.5,"Più che raddoppiato","80%",81,"No",75,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",NA,"Meno di 114 anni",78,NA,NA,NA,NA,"C",NA,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"Gandhi114","auto 20.000"
"98","2020/01/27 3:08:43 PM CET","Femmina","2002","Ariete","B","80%","60 anni","5 anni","80%","C","Dimezzata",2.5,"Ridotto a meno della metà","80%",85,"Si",88,23,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",15000,"Meno di 114 anni",87,NA,NA,NA,NA,"C",15000,87,"Gandhi114","auto 20.000",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,"Gandhi114","auto 20.000"
"99","2020/01/27 3:08:46 PM CET","Femmina","2000","Capricorno","A","60%","50 anni","7 anni","50%","B","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",5,"Si",20,18,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Meno di 114 anni",102,NA,NA,NA,NA,"C",40000,102,"Gandhi114","auto 20.000",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,"Gandhi114","auto 20.000"
"100","2020/01/27 3:09:51 PM CET","Maschio","2001","Cancro","A","80%","60 anni","7 anni","20%","C","Rimasta la stessa",2.5,"Più che raddoppiato","80%",10,"No",8,7,"Meno di 100 000 euro",45000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"A",45000,96,"Gandhi114","auto 100.000",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,5,"Gandhi114","auto 100.000"
"101","2020/01/27 3:11:59 PM CET","Maschio","2003","Scorpione","C","40%","60 anni","3 anni","50%","A","Dimezzata",2.5,"Più che raddoppiato","80%",45,"No",20,7,"Più di 100 000 euro",150000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"A",150000,78,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,3,"Gandhi114","auto 100.000"
"102","2020/01/27 3:13:11 PM CET","Femmina","2002","Bilancia","C","40%","60 anni","3 anni","50%","C","Dimezzata",3.5,"Ridotto a meno della metà","80%",4,"Si",80,21,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40000,"Meno di 114 anni",75,NA,NA,NA,NA,"C",40000,75,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,"Gandhi114","auto 20.000"
"103","2020/01/27 3:16:39 PM CET","Femmina","1999","Ariete","B","80%","60 anni","7 anni","50%","A","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","50%",90,"No",1,12,NA,NA,NA,NA,"Più di 100 000 euro",150000,"Più di 35 anni",80,NA,NA,NA,NA,NA,NA,NA,NA,"B",150000,80,"Gandhi35","auto 100.000",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Gandhi35","auto 100.000"
"104","2020/01/27 3:19:32 PM CET","Maschio","2001","Pesci","A","60%","60 anni","7 anni","20%","C","Raddoppiata",4.5,"Più che raddoppiato","80%",82,"Si",95,3,"Meno di 100 000 euro",23000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"A",23000,78,"Gandhi114","auto 100.000",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,"Gandhi114","auto 100.000"
"105","2020/01/27 3:23:04 PM CET","Maschio","2004","Acquario","B","60%","60 anni","7 anni","20%","B","Rimasta la stessa",2.5,"Ridotto a meno della metà","20%",11,"Si",70,2,"Meno di 100 000 euro",NA,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"A",NA,79,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,4,"Gandhi114","auto 100.000"
"106","2020/01/27 3:25:21 PM CET","Femmina","1970","Vergine","B","60%","60 anni","5 anni","50%","C","Raddoppiata",2.5,"Più che raddoppiato","50%",81,"No",20,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",20000,"Meno di 35 anni",33,"D",20000,33,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"107","2020/01/27 3:33:22 PM CET","Femmina","1971","Pesci","B","60%","60 anni","5 anni","50%","B","Rimasta la stessa",2.5,"Ridotto a meno della metà","50%",79,"No",10,5,"Meno di 100 000 euro",70000,"Meno di 114 anni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"A",70000,80,"Gandhi114","auto 100.000",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,"Gandhi114","auto 100.000"
"108","2020/01/27 3:33:44 PM CET","Femmina","1972","Acquario","B","40%","60 anni","3 anni","20%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","20%",0,"Si",2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",NA,"D",25000,0,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"109","2020/01/27 3:35:41 PM CET","Femmina","1972","Acquario","B","60%","60 anni","3 anni","20%","C","Rimasta la stessa",2.5,"E' rimasto più o meno lo stesso","20%",1,"Si",3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",25000,"Più di 35 anni",60,"D",25000,60,"Gandhi35","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"Gandhi35","auto 20.000"
"110","2020/01/27 3:36:37 PM CET","Femmina","2000","Cancro","A","40%","60 anni","3 anni","50%","C","Raddoppiata",3.5,"E' rimasto più o meno lo stesso","20%",32,"No",25,23,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",40,"Meno di 114 anni",65,NA,NA,NA,NA,"C",NA,65,"Gandhi114","auto 20.000",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Gandhi114","auto 20.000"
"111","2020/01/27 3:40:08 PM CET","Femmina","2004","Gemelli","B","60%","60 anni","3 anni","20%","C","Raddoppiata",2.5,"Ridotto a meno della metà","20%",5,"Si",10,19,NA,NA,NA,NA,NA,NA,NA,NA,"Più di 20 000 euro",35000,"Meno di 114 anni",78,NA,NA,NA,NA,"C",35000,78,"Gandhi114","auto 20.000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Gandhi114","auto 20.000"
"112","2020/01/27 3:40:47 PM CET","Femmina","2002","Toro","B","80%","70 anni","7 anni","80%","C","Dimezzata",2.5,"Ridotto a meno della metà","80%",17,"No",12,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meno di 20 000 euro",17000,"Più di 35 anni",78,"D",17000,78,"Gandhi35","auto 20.000",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,8,"Gandhi35","auto 20.000"
